mpnet_id,id,name_zh,cluster,degree,betweenness,clustering,eigenvector,cluster1_song_and_before,cluster2_yuan_ming,cluster3_qing_after
766,16266,錢孟回,cluster1_song_and_before,0,0.0,0.0,7.067932822769843e-42,1,0,0
767,16302,京鏜,cluster1_song_and_before,78,0.00011813496412451364,0.6753246753246753,0.034056979657463925,1,0,0
768,16330,周延荷,cluster1_song_and_before,2,0.0,1.0,0.0011978675593296065,1,0,0
769,16333,周延雋,cluster1_song_and_before,14,3.8797840878545445e-06,0.8571428571428571,0.007932417668084217,1,0,0
770,16458,朱正基,cluster1_song_and_before,2,0.0,1.0,0.00020314295773336295,1,0,0
771,16504,徐僑,cluster1_song_and_before,77,0.001435527543764748,0.5471633629528366,0.026544293236931818,1,0,0
772,16631,劉審禮,cluster1_song_and_before,0,0.0,0.0,7.067932822769843e-42,1,0,0
773,16667,朱壽昌,cluster1_song_and_before,160,0.00039865310940419,0.4762578616352201,0.07166692895490162,1,0,0
774,16701,朱肱,cluster1_song_and_before,11,4.285582486287634e-05,0.6,0.004632846384629928,1,0,0
775,16720,劉榘,cluster1_song_and_before,118,0.00019740640227552207,0.47674923946110387,0.03913841841649653,1,0,0
776,16730,褚籍,cluster1_song_and_before,0,0.0,0.0,7.067932822769843e-42,1,0,0
