source,target,weight
942,2022,1
942,2082,1
942,2123,1
942,3700,1
942,3718,1
942,3977,1
942,4001,2
942,4175,1
942,7053,1
942,7068,1
942,7109,1
942,8116,2
942,8165,1
942,11135,1
942,12319,1
942,17743,1
942,19149,1
942,20221,1
942,21226,1
942,27565,1
942,43739,1
942,46702,1
942,697054,1
944,971,1
944,1178,2
944,1195,1
944,1243,1
944,1309,2
944,1314,1
944,1326,1
944,1391,1
944,1448,1
944,1453,1
944,1488,2
944,1558,1
944,1661,1
944,1668,1
944,1730,1
944,1762,3
944,1844,1
944,1945,1
944,2032,1
944,2036,1
944,3364,1
944,3484,1
944,3502,1
944,3718,1
944,3933,1
944,3997,1
944,4001,1
944,7053,1
944,7059,1
944,7097,1
944,7239,1
944,7397,1
944,8090,1
944,8116,1
944,8153,1
944,10565,1
944,10566,2
944,12134,1
944,12319,1
944,13279,1
944,13477,1
944,13810,1
944,13940,1
944,14074,1
944,16302,1
944,16701,1
944,16783,1
944,17517,1
944,18588,1
944,19123,1
944,19597,1
944,19699,2
944,22849,1
944,26611,1
944,35616,1
944,44372,1
944,50807,1
944,50850,1
948,1089,1
948,1136,1
948,1144,1
948,1163,1
948,1183,1
948,1388,1
948,1496,1
948,1807,1
948,1813,1
948,1852,1
948,1872,1
948,1884,1
948,1908,1
948,1932,1
948,1996,1
948,2022,1
948,2074,1
948,8104,1
948,10565,1
948,10759,1
948,13477,1
948,14445,1
948,22000,1
948,22849,1
953,962,1
953,971,1
953,1086,1
953,1207,1
953,1453,1
953,1464,1
953,1555,1
953,1571,1
953,1608,1
953,1635,1
953,1722,1
953,1730,1
953,1829,1
953,1885,1
953,2032,1
953,2112,1
953,3709,1
953,3997,1
953,8116,1
953,11612,1
953,12941,1
953,13360,1
953,16667,1
953,18246,1
953,18574,1
953,21237,1
953,21637,1
953,26373,1
953,26376,1
953,45885,1
953,46425,1
962,971,2
962,1036,1
962,1081,1
962,1086,1
962,1092,1
962,1096,1
962,1171,1
962,1195,2
962,1302,2
962,1306,1
962,1309,3
962,1314,2
962,1326,1
962,1408,3
962,1414,1
962,1453,1
962,1464,1
962,1488,3
962,1491,1
962,1555,3
962,1571,1
962,1615,1
962,1617,1
962,1635,2
962,1661,1
962,1662,1
962,1722,1
962,1730,1
962,1746,1
962,1762,5
962,1789,2
962,1821,1
962,1828,1
962,1829,1
962,1840,1
962,1881,1
962,1885,1
962,2007,1
962,2032,4
962,2112,1
962,3484,2
962,3591,1
962,3709,1
962,3718,1
962,3977,1
962,3997,2
962,4001,2
962,4112,1
962,7059,1
962,7063,1
962,7070,1
962,7126,1
962,7239,1
962,7240,1
962,7308,1
962,7397,1
962,8016,1
962,8072,1
962,8116,2
962,10226,1
962,11135,1
962,11372,2
962,11612,1
962,11800,1
962,12941,1
962,13360,1
962,13612,1
962,14973,1
962,16667,2
962,16745,1
962,18246,1
962,18574,1
962,19699,1
962,21237,1
962,21637,1
962,26373,1
962,26376,1
962,26456,1
962,27761,1
962,45885,1
962,46425,1
962,52268,1
964,971,1
964,1024,1
964,1048,1
964,1201,1
964,1236,1
964,1309,1
964,1314,1
964,1316,1
964,1326,1
964,1361,1
964,1414,1
964,1443,1
964,1453,1
964,1488,1
964,1489,1
964,1531,1
964,1558,1
964,1571,1
964,1617,1
964,1635,1
964,1722,1
964,1844,1
964,1847,1
964,1957,1
964,2007,1
964,2026,1
964,2032,1
964,2112,1
964,3013,1
964,3307,1
964,3484,1
964,3505,1
964,3739,1
964,3941,1
964,4001,1
964,7053,1
964,7099,1
964,7239,1
964,7240,1
964,7323,1
964,8016,1
964,8033,1
964,8109,1
964,10178,1
964,10565,1
964,10566,1
964,11135,1
964,11247,1
964,11337,1
964,12319,1
964,13378,1
964,14074,1
964,16173,1
964,16667,1
964,17517,1
964,18268,1
964,18644,1
964,19611,1
964,20849,1
964,21429,1
964,22199,1
964,25459,1
964,27078,1
964,27762,1
964,40169,1
964,42396,1
964,45682,1
964,45771,1
968,1079,1
968,3468,1
971,1024,1
971,1048,1
971,1086,1
971,1092,1
971,1178,2
971,1195,1
971,1201,1
971,1236,1
971,1306,2
971,1309,2
971,1314,6
971,1316,1
971,1326,1
971,1361,1
971,1408,1
971,1414,2
971,1443,1
971,1453,4
971,1464,1
971,1486,1
971,1488,7
971,1489,1
971,1491,1
971,1531,1
971,1555,3
971,1558,1
971,1571,2
971,1615,1
971,1617,3
971,1635,3
971,1662,1
971,1722,2
971,1730,1
971,1762,4
971,1789,1
971,1821,1
971,1828,1
971,1829,1
971,1840,1
971,1844,2
971,1847,1
971,1881,1
971,1885,1
971,1945,2
971,1949,1
971,1957,1
971,2007,3
971,2026,1
971,2032,2
971,2082,1
971,2112,2
971,3013,1
971,3107,1
971,3307,1
971,3484,5
971,3505,1
971,3591,1
971,3709,1
971,3718,2
971,3739,1
971,3941,1
971,3997,3
971,4001,6
971,7053,2
971,7059,2
971,7070,1
971,7097,2
971,7099,1
971,7126,1
971,7161,1
971,7239,2
971,7240,1
971,7279,1
971,7308,2
971,7323,1
971,8001,1
971,8016,1
971,8033,1
971,8072,1
971,8109,1
971,8116,1
971,8153,1
971,10178,1
971,10226,1
971,10565,1
971,10566,3
971,11135,1
971,11247,1
971,11337,1
971,11372,1
971,11612,1
971,12025,1
971,12319,1
971,12941,1
971,13360,1
971,13378,2
971,13612,1
971,13810,1
971,14074,1
971,14650,1
971,15617,1
971,16173,1
971,16667,3
971,16783,1
971,17517,1
971,18246,1
971,18268,1
971,18574,1
971,18644,1
971,19123,1
971,19611,1
971,19699,2
971,20849,1
971,21226,1
971,21237,1
971,21429,1
971,21637,1
971,21679,1
971,21685,1
971,21796,1
971,22199,1
971,22403,1
971,25459,1
971,26373,1
971,26376,1
971,27078,1
971,27761,1
971,27762,1
971,29291,1
971,40169,1
971,42396,1
971,44303,1
971,45554,1
971,45682,1
971,45771,1
971,45885,1
971,46289,1
971,46425,1
971,50221,1
971,50223,1
971,50230,1
971,109317,1
971,112971,1
971,114192,1
985,22250,1
985,700146,1
986,987,1
986,1229,1
986,1315,1
986,1558,1
986,1615,1
986,1881,1
986,2008,1
986,2015,1
986,3997,1
986,4001,1
986,4207,1
986,7042,1
986,7097,1
986,8075,1
986,8116,1
986,8153,1
986,11800,1
986,12941,2
986,12944,1
986,13312,1
986,16239,1
986,22072,1
986,26369,1
986,46640,1
987,1079,1
987,1274,1
987,1558,1
987,1829,1
987,1967,1
987,3484,1
987,3997,1
987,7097,2
987,8075,4
987,8116,2
987,14074,1
987,17271,1
987,21620,1
987,37852,1
1004,1230,1
1004,1314,1
1004,1366,1
1004,1488,1
1004,1571,1
1004,1635,1
1004,1730,1
1004,1762,1
1004,1847,1
1004,1996,1
1004,3088,1
1004,3591,1
1004,3718,1
1004,7097,1
1004,8165,1
1004,10831,1
1004,10892,1
1004,10895,1
1004,11062,1
1004,12072,1
1004,13258,1
1004,13810,1
1004,13845,1
1004,13855,1
1004,14834,1
1004,16040,1
1004,18954,1
1004,20932,1
1004,24324,1
1004,24710,1
1004,26428,1
1004,38648,1
1004,40916,1
1004,46608,1
1005,1063,1
1005,1178,1
1005,1309,1
1005,1388,1
1005,1488,1
1005,1730,1
1005,1762,2
1005,1767,1
1005,1875,1
1005,2022,1
1005,3395,1
1005,3522,1
1005,8104,1
1005,10304,1
1005,10565,2
1005,19598,1
1005,19699,1
1005,27761,1
1006,1225,1
1006,1230,1
1006,1314,1
1006,1391,1
1006,1405,1
1006,1408,1
1006,1486,1
1006,1571,1
1006,1615,1
1006,1762,1
1006,1835,1
1006,1844,1
1006,1847,1
1006,2022,1
1006,2082,1
1006,2123,1
1006,3638,1
1006,3700,1
1006,3718,1
1006,3977,1
1006,4001,1
1006,4175,1
1006,7053,1
1006,7109,1
1006,8006,1
1006,8116,1
1006,8165,1
1006,11135,1
1006,17743,1
1006,19149,1
1006,20221,1
1006,21226,1
1006,22483,1
1007,7109,1
1024,1048,1
1024,1201,1
1024,1236,1
1024,1309,1
1024,1314,1
1024,1316,1
1024,1326,1
1024,1361,1
1024,1414,1
1024,1443,1
1024,1453,1
1024,1488,2
1024,1489,1
1024,1531,1
1024,1558,1
1024,1571,2
1024,1617,1
1024,1635,1
1024,1722,1
1024,1762,2
1024,1844,1
1024,1847,1
1024,1957,1
1024,2007,1
1024,2026,1
1024,2032,1
1024,2112,1
1024,3013,1
1024,3307,1
1024,3484,1
1024,3505,1
1024,3528,1
1024,3739,1
1024,3941,1
1024,4001,1
1024,7053,1
1024,7059,1
1024,7099,1
1024,7239,1
1024,7240,1
1024,7323,1
1024,8016,1
1024,8033,1
1024,8049,1
1024,8109,1
1024,10178,1
1024,10565,1
1024,10566,1
1024,11135,1
1024,11247,1
1024,11337,1
1024,12319,1
1024,13378,1
1024,14074,1
1024,16173,1
1024,16667,1
1024,17517,1
1024,18268,1
1024,18644,1
1024,19611,1
1024,20849,1
1024,21429,1
1024,22199,1
1024,25459,1
1024,27078,1
1024,27762,1
1024,40169,1
1024,42396,1
1024,45682,1
1024,45771,1
1025,3502,1
1025,3675,1
1031,1309,1
1036,1086,1
1036,1169,1
1036,1314,1
1036,1391,1
1036,1488,2
1036,1555,1
1036,1558,2
1036,1617,1
1036,1661,1
1036,1662,1
1036,1762,2
1036,1765,1
1036,1773,1
1036,1820,1
1036,1821,1
1036,1881,1
1036,2032,1
1036,2082,1
1036,3388,1
1036,3484,1
1036,3944,1
1036,3977,1
1036,4001,1
1036,4112,1
1036,7063,1
1036,7070,1
1036,7186,1
1036,7239,1
1036,7240,1
1036,7397,1
1036,8016,1
1036,8072,1
1036,8116,1
1036,8150,1
1036,11135,1
1036,11800,1
1036,14973,1
1036,16745,1
1036,19149,1
1036,19735,1
1036,26456,1
1036,40394,1
1036,46642,1
1036,51114,1
1036,52268,1
1048,1092,1
1048,1201,1
1048,1207,1
1048,1236,1
1048,1309,2
1048,1314,2
1048,1316,2
1048,1326,1
1048,1361,2
1048,1385,1
1048,1414,1
1048,1443,1
1048,1450,1
1048,1453,1
1048,1455,1
1048,1464,1
1048,1488,2
1048,1489,2
1048,1531,1
1048,1558,1
1048,1571,2
1048,1617,2
1048,1635,2
1048,1722,2
1048,1730,1
1048,1762,2
1048,1828,1
1048,1844,1
1048,1847,2
1048,1877,1
1048,1881,1
1048,1895,1
1048,1957,1
1048,1967,1
1048,2007,1
1048,2026,1
1048,2032,1
1048,2036,1
1048,2112,1
1048,2123,1
1048,3013,1
1048,3307,1
1048,3484,2
1048,3504,2
1048,3505,3
1048,3528,1
1048,3739,1
1048,3829,1
1048,3941,2
1048,4001,2
1048,4124,1
1048,7053,1
1048,7059,1
1048,7068,1
1048,7099,1
1048,7108,1
1048,7239,2
1048,7240,1
1048,7308,1
1048,7323,1
1048,8006,1
1048,8016,1
1048,8033,1
1048,8109,1
1048,8116,1
1048,8153,1
1048,8165,1
1048,10178,1
1048,10565,1
1048,10566,2
1048,10681,1
1048,11135,1
1048,11247,1
1048,11337,1
1048,12319,3
1048,13378,1
1048,14043,1
1048,14074,1
1048,14386,1
1048,16173,2
1048,16667,1
1048,17517,1
1048,18268,2
1048,18644,1
1048,18731,1
1048,18734,1
1048,18735,1
1048,19611,1
1048,20604,1
1048,20849,1
1048,21274,1
1048,21429,1
1048,21796,1
1048,22072,1
1048,22199,1
1048,25459,1
1048,27007,1
1048,27078,1
1048,27761,1
1048,27762,1
1048,40169,1
1048,40998,1
1048,42396,1
1048,45682,1
1048,45685,1
1048,45753,1
1048,45771,1
1048,46966,1
1056,1096,1
1056,19149,1
1058,4001,1
1058,10565,1
1058,10566,1
1058,22849,1
1063,1107,1
1063,1178,1
1063,1201,1
1063,1237,1
1063,1369,1
1063,1388,2
1063,1488,1
1063,1730,2
1063,1767,1
1063,1955,1
1063,2022,3
1063,3525,1
1063,4001,1
1063,8049,1
1063,10304,1
1063,10565,3
1063,12319,1
1063,13712,1
1063,14103,2
1063,14973,1
1063,17302,1
1063,18946,1
1063,19699,2
1079,1096,1
1079,1169,1
1079,1274,1
1079,1464,1
1079,1488,1
1079,1615,1
1079,1617,1
1079,1661,1
1079,1722,1
1079,1730,1
1079,1732,1
1079,1762,1
1079,1877,1
1079,1908,1
1079,3273,1
1079,3941,1
1079,3997,1
1079,7068,1
1079,7097,1
1079,7214,1
1079,8006,1
1079,8012,1
1079,8016,1
1079,8049,1
1079,8072,1
1079,8109,1
1079,8116,1
1079,10566,1
1079,12319,1
1079,12941,1
1079,14043,1
1079,15598,1
1079,16098,1
1079,16745,1
1079,18257,1
1079,19149,1
1079,19832,1
1079,20221,1
1079,20268,1
1079,22548,1
1079,39847,1
1079,41028,1
1079,45685,1
1079,54942,1
1081,1488,1
1081,8075,1
1086,1096,3
1086,1169,1
1086,1453,1
1086,1464,1
1086,1488,2
1086,1531,1
1086,1555,2
1086,1558,1
1086,1571,2
1086,1617,1
1086,1635,1
1086,1722,1
1086,1730,2
1086,1762,1
1086,1789,1
1086,1829,1
1086,1835,1
1086,1885,1
1086,2032,1
1086,2112,1
1086,3374,1
1086,3501,4
1086,3590,1
1086,3709,1
1086,3997,1
1086,4175,1
1086,7109,1
1086,7121,1
1086,7288,1
1086,7323,1
1086,11612,1
1086,12941,1
1086,13360,1
1086,14043,1
1086,15849,1
1086,16667,2
1086,18246,1
1086,18574,1
1086,19149,4
1086,19155,1
1086,21237,1
1086,21637,1
1086,22865,1
1086,26373,1
1086,26376,1
1086,27078,1
1086,37916,1
1086,40408,1
1086,42415,1
1086,42652,1
1086,45885,1
1086,46425,1
1086,46642,1
1086,47517,1
1089,1136,1
1089,1144,1
1089,1163,1
1089,1183,1
1089,1388,1
1089,1496,1
1089,1807,1
1089,1813,1
1089,1852,1
1089,1872,1
1089,1884,1
1089,1908,1
1089,1932,1
1089,1996,1
1089,2022,1
1089,2074,1
1089,8104,1
1089,10565,1
1089,10759,1
1089,13477,1
1089,14445,1
1089,22000,1
1089,22849,1
1092,1096,1
1092,1195,1
1092,1207,1
1092,1306,1
1092,1309,2
1092,1314,4
1092,1316,2
1092,1361,1
1092,1385,1
1092,1408,2
1092,1414,1
1092,1450,1
1092,1453,1
1092,1455,1
1092,1464,1
1092,1488,7
1092,1489,1
1092,1491,1
1092,1555,1
1092,1558,3
1092,1571,2
1092,1615,1
1092,1617,1
1092,1634,1
1092,1635,2
1092,1653,1
1092,1661,1
1092,1722,1
1092,1730,2
1092,1762,5
1092,1789,1
1092,1821,1
1092,1828,3
1092,1840,1
1092,1844,1
1092,1847,1
1092,1877,1
1092,1881,3
1092,1895,1
1092,1903,1
1092,1967,1
1092,2007,1
1092,2036,1
1092,2123,2
1092,3484,2
1092,3528,1
1092,3591,1
1092,3829,1
1092,3941,1
1092,3957,1
1092,3997,1
1092,4001,4
1092,4124,1
1092,7059,2
1092,7068,1
1092,7108,1
1092,7126,2
1092,7239,1
1092,7308,2
1092,8006,1
1092,8049,2
1092,8116,3
1092,8153,1
1092,8165,1
1092,10226,1
1092,10565,1
1092,10566,2
1092,10681,1
1092,10892,1
1092,12319,1
1092,13612,2
1092,13809,1
1092,13810,2
1092,14043,1
1092,14386,1
1092,14973,1
1092,15884,1
1092,16173,1
1092,16333,1
1092,16667,1
1092,18268,1
1092,18731,1
1092,18734,1
1092,18735,1
1092,19611,1
1092,19699,1
1092,20221,1
1092,20498,1
1092,20604,1
1092,21274,1
1092,21796,1
1092,27007,1
1092,27761,2
1092,39847,1
1092,40998,1
1092,41550,1
1092,45685,1
1092,45753,1
1092,46966,1
1092,47673,1
1096,1195,1
1096,1302,1
1096,1309,1
1096,1326,1
1096,1408,1
1096,1464,1
1096,1488,4
1096,1558,1
1096,1615,1
1096,1617,2
1096,1634,1
1096,1653,1
1096,1661,2
1096,1722,1
1096,1730,3
1096,1732,1
1096,1746,1
1096,1762,3
1096,1828,1
1096,1844,1
1096,1847,1
1096,1881,1
1096,2032,1
1096,3180,1
1096,3273,1
1096,3501,5
1096,3528,1
1096,3718,1
1096,3802,1
1096,3810,1
1096,3941,1
1096,3957,1
1096,4153,1
1096,7042,1
1096,7068,1
1096,7097,1
1096,7214,1
1096,8006,1
1096,8016,1
1096,8049,2
1096,8072,1
1096,8109,1
1096,8116,3
1096,8165,1
1096,8177,1
1096,10566,1
1096,11372,1
1096,12319,1
1096,13612,1
1096,14043,1
1096,15598,1
1096,15884,2
1096,16098,1
1096,16745,1
1096,18257,1
1096,19149,6
1096,19155,1
1096,19611,1
1096,19832,1
1096,20180,1
1096,20221,2
1096,20268,1
1096,20498,1
1096,27565,1
1096,39847,2
1096,41028,1
1096,45685,1
1096,54942,1
1096,699695,1
1107,1201,1
1107,1388,1
1107,1488,1
1107,1730,1
1107,1955,2
1107,2022,3
1107,14103,1
1107,19699,1
1123,1730,1
1123,3468,1
1130,1948,1
1136,1144,1
1136,1163,1
1136,1183,1
1136,1388,1
1136,1496,1
1136,1807,1
1136,1813,1
1136,1852,1
1136,1872,1
1136,1884,1
1136,1908,1
1136,1932,1
1136,1996,1
1136,2022,1
1136,2074,1
1136,8104,1
1136,10565,1
1136,10759,1
1136,13477,1
1136,14445,1
1136,22000,1
1136,22849,1
1144,1163,1
1144,1178,1
1144,1183,1
1144,1230,1
1144,1309,2
1144,1388,2
1144,1488,3
1144,1496,1
1144,1746,1
1144,1762,2
1144,1807,1
1144,1813,1
1144,1840,1
1144,1852,1
1144,1872,1
1144,1884,1
1144,1908,1
1144,1932,1
1144,1955,2
1144,1996,1
1144,2001,1
1144,2022,6
1144,2032,1
1144,2034,1
1144,2074,1
1144,3364,1
1144,3484,1
1144,3501,1
1144,3716,1
1144,3718,1
1144,4001,2
1144,4056,1
1144,8104,1
1144,8160,1
1144,10231,1
1144,10565,3
1144,10566,2
1144,10759,1
1144,10892,1
1144,11372,2
1144,11800,1
1144,12013,2
1144,13477,1
1144,13712,1
1144,14103,1
1144,14445,1
1144,15501,1
1144,16745,1
1144,18946,1
1144,19123,1
1144,19699,2
1144,21561,1
1144,22000,2
1144,22849,2
1144,47457,1
1144,95738,1
1162,1762,1
1163,1183,1
1163,1388,1
1163,1496,1
1163,1807,1
1163,1813,1
1163,1852,1
1163,1872,1
1163,1884,1
1163,1908,1
1163,1932,1
1163,1996,1
1163,2022,1
1163,2058,1
1163,2074,1
1163,3596,1
1163,8104,1
1163,10565,1
1163,10759,1
1163,13477,1
1163,14445,1
1163,22000,1
1163,22849,1
1169,1387,1
1169,1558,2
1169,1615,1
1169,1762,1
1169,1777,1
1169,1877,1
1169,1882,1
1169,1908,1
1169,3997,4
1169,7097,2
1169,8006,2
1169,8012,1
1169,8013,1
1169,8177,2
1169,11547,1
1169,12941,1
1169,17923,1
1169,17930,1
1169,19149,1
1169,20180,1
1169,46425,1
1169,46642,1
1169,51873,1
1169,52462,1
1169,95556,1
1169,699695,1
1171,1195,1
1171,1207,1
1171,1302,1
1171,1408,2
1171,1488,2
1171,1595,1
1171,1762,3
1171,1767,1
1171,1789,1
1171,2032,1
1171,7288,3
1171,8116,1
1171,10565,1
1171,19098,1
1171,24380,1
1176,699631,1
1176,699640,1
1178,1306,1
1178,1309,1
1178,1314,1
1178,1326,1
1178,1388,1
1178,1453,1
1178,1488,3
1178,1617,1
1178,1662,1
1178,1762,2
1178,1767,1
1178,1840,1
1178,1844,1
1178,1945,1
1178,2007,1
1178,2032,2
1178,3107,1
1178,3364,1
1178,3484,2
1178,3501,1
1178,3718,1
1178,3997,1
1178,4001,2
1178,7059,1
1178,7097,1
1178,7161,1
1178,7239,1
1178,7279,1
1178,8072,1
1178,8160,1
1178,10231,1
1178,10304,1
1178,10565,1
1178,10566,1
1178,11372,1
1178,12013,1
1178,13810,1
1178,14650,1
1178,16783,1
1178,18946,1
1178,19699,1
1178,21226,1
1178,21561,1
1178,21679,1
1178,44303,1
1178,47457,1
1178,50221,1
1178,50223,1
1178,50230,1
1183,1364,1
1183,1366,1
1183,1369,1
1183,1388,1
1183,1450,1
1183,1488,1
1183,1496,1
1183,1668,1
1183,1730,1
1183,1762,1
1183,1804,1
1183,1807,1
1183,1813,1
1183,1852,1
1183,1872,1
1183,1884,1
1183,1908,1
1183,1924,1
1183,1932,2
1183,1996,1
1183,2022,1
1183,2058,1
1183,2074,1
1183,2112,1
1183,3615,1
1183,3718,1
1183,3933,1
1183,4001,1
1183,4043,1
1183,7179,1
1183,8093,1
1183,8104,1
1183,10565,2
1183,10566,1
1183,10759,1
1183,10831,1
1183,12319,1
1183,13477,2
1183,13810,1
1183,14445,1
1183,14903,1
1183,16720,1
1183,19424,1
1183,19915,1
1183,19947,1
1183,22000,1
1183,22849,1
1183,24324,1
1183,24956,1
1183,25535,1
1183,26151,1
1183,27761,1
1183,30231,1
1183,42321,1
1183,42790,1
1183,43094,1
1183,43110,1
1195,1207,3
1195,1243,1
1195,1302,1
1195,1306,1
1195,1309,4
1195,1314,3
1195,1326,2
1195,1391,1
1195,1408,2
1195,1414,1
1195,1448,1
1195,1453,1
1195,1488,4
1195,1491,1
1195,1555,1
1195,1558,1
1195,1571,1
1195,1595,1
1195,1615,1
1195,1635,1
1195,1661,1
1195,1668,1
1195,1730,1
1195,1746,1
1195,1762,5
1195,1767,1
1195,1789,2
1195,1821,1
1195,1828,1
1195,1840,1
1195,1847,1
1195,1867,1
1195,1881,1
1195,1891,1
1195,2007,1
1195,2032,1
1195,2036,1
1195,2081,1
1195,3364,1
1195,3484,1
1195,3502,1
1195,3591,1
1195,3709,1
1195,3718,2
1195,3933,1
1195,3997,1
1195,4001,1
1195,7053,1
1195,7059,2
1195,7126,1
1195,7288,1
1195,7308,1
1195,7391,1
1195,8090,1
1195,8116,4
1195,8153,1
1195,10226,1
1195,10565,3
1195,10566,1
1195,11372,1
1195,12134,1
1195,12319,1
1195,13279,1
1195,13378,1
1195,13477,1
1195,13612,1
1195,13940,1
1195,14074,1
1195,14209,1
1195,15155,1
1195,15752,1
1195,16302,1
1195,16667,1
1195,16783,1
1195,17517,1
1195,18395,1
1195,18399,1
1195,18588,1
1195,19098,1
1195,19123,1
1195,19597,1
1195,19699,2
1195,22849,1
1195,24380,1
1195,26611,1
1195,27761,1
1195,34020,1
1195,34100,1
1195,35616,1
1195,43532,1
1195,44372,1
1195,45753,1
1195,50807,1
1195,50850,1
1201,1236,1
1201,1309,1
1201,1314,1
1201,1316,1
1201,1326,1
1201,1361,1
1201,1388,1
1201,1414,1
1201,1443,1
1201,1453,1
1201,1488,2
1201,1489,1
1201,1531,1
1201,1571,1
1201,1617,1
1201,1635,1
1201,1722,1
1201,1730,1
1201,1762,1
1201,1844,1
1201,1847,1
1201,1955,1
1201,1957,1
1201,2007,1
1201,2022,1
1201,2026,1
1201,2032,1
1201,2112,1
1201,3013,1
1201,3307,1
1201,3484,1
1201,3505,1
1201,3739,1
1201,3941,1
1201,4001,1
1201,7053,1
1201,7099,1
1201,7239,1
1201,7240,1
1201,7308,1
1201,7323,1
1201,8016,1
1201,8033,1
1201,8109,1
1201,10178,1
1201,10565,1
1201,10566,1
1201,11135,1
1201,11247,1
1201,11337,1
1201,12319,1
1201,13378,1
1201,14074,1
1201,14103,1
1201,14215,1
1201,16173,1
1201,16667,1
1201,17517,1
1201,18268,1
1201,18644,1
1201,19611,1
1201,19699,1
1201,20849,1
1201,21429,1
1201,22199,1
1201,25459,1
1201,27078,1
1201,27762,1
1201,40169,1
1201,42396,1
1201,45682,1
1201,45771,1
1204,1967,1
1204,13378,1
1207,1209,1
1207,1309,1
1207,1314,1
1207,1316,1
1207,1361,1
1207,1385,1
1207,1450,1
1207,1453,1
1207,1455,1
1207,1464,1
1207,1488,2
1207,1489,1
1207,1558,1
1207,1571,1
1207,1595,1
1207,1617,1
1207,1635,1
1207,1722,1
1207,1730,1
1207,1762,3
1207,1828,1
1207,1847,2
1207,1877,1
1207,1881,1
1207,1895,1
1207,1967,1
1207,2036,1
1207,2123,1
1207,3484,1
1207,3528,1
1207,3829,1
1207,3941,2
1207,3957,1
1207,4001,1
1207,4124,1
1207,7059,3
1207,7068,1
1207,7097,1
1207,7108,1
1207,7239,1
1207,7288,1
1207,7308,1
1207,8006,1
1207,8116,2
1207,8153,1
1207,8165,1
1207,10565,2
1207,10566,1
1207,10681,1
1207,12319,1
1207,13243,1
1207,13378,1
1207,14043,1
1207,14386,1
1207,15752,2
1207,16173,1
1207,18268,1
1207,18616,1
1207,18731,1
1207,18734,1
1207,18735,1
1207,19098,1
1207,20604,1
1207,21274,1
1207,21796,1
1207,24380,1
1207,27007,1
1207,27761,1
1207,40998,1
1207,43532,1
1207,45685,1
1207,45753,1
1207,46966,1
1209,7097,1
1209,13243,1
1221,3869,1
1225,1230,1
1225,1314,1
1225,1391,1
1225,1405,1
1225,1408,1
1225,1486,1
1225,1571,1
1225,1615,1
1225,1762,1
1225,1835,1
1225,1844,1
1225,1847,1
1225,2022,1
1225,2082,1
1225,2123,1
1225,3700,1
1225,3718,1
1225,3977,1
1225,4001,1
1225,4175,1
1225,7053,1
1225,7109,1
1225,8165,1
1225,11135,1
1225,17743,1
1225,19149,1
1225,20221,3
1225,21226,1
1225,22072,1
1225,24295,1
1225,469750,1
1225,563214,1
1229,1615,1
1229,1762,1
1229,2008,1
1229,2015,1
1229,4001,1
1229,4207,1
1229,7042,1
1229,8116,1
1229,8153,1
1229,11800,1
1229,12941,1
1229,12944,1
1229,13312,1
1229,22072,1
1229,46640,1
1230,1314,2
1230,1366,1
1230,1391,1
1230,1405,1
1230,1408,1
1230,1486,1
1230,1488,2
1230,1571,2
1230,1615,1
1230,1635,1
1230,1730,1
1230,1762,5
1230,1835,1
1230,1844,1
1230,1847,3
1230,1955,1
1230,1996,1
1230,2001,1
1230,2022,1
1230,2032,1
1230,2034,1
1230,2082,1
1230,2123,1
1230,3088,1
1230,3591,2
1230,3700,1
1230,3718,2
1230,3857,1
1230,3977,1
1230,4001,1
1230,4175,1
1230,7053,1
1230,7069,1
1230,7097,1
1230,7109,1
1230,8016,1
1230,8116,1
1230,8165,2
1230,10831,1
1230,10892,1
1230,10895,1
1230,11062,1
1230,11135,1
1230,12072,1
1230,13258,1
1230,13406,1
1230,13712,1
1230,13810,1
1230,13845,1
1230,13855,1
1230,14834,1
1230,16040,1
1230,17743,1
1230,18954,1
1230,19149,1
1230,19699,1
1230,20221,1
1230,20932,1
1230,21226,1
1230,22000,1
1230,22849,1
1230,24324,1
1230,24710,1
1230,26428,1
1230,38648,1
1230,39458,1
1230,40916,1
1230,46608,1
1230,48641,1
1232,1391,1
1232,1488,1
1232,1558,2
1232,1662,1
1232,1730,1
1232,1762,2
1232,1847,1
1232,2022,1
1232,3047,1
1232,4001,1
1232,7068,1
1232,7097,1
1232,7397,1
1232,8116,1
1232,11650,1
1232,12319,1
1232,13940,1
1232,16877,1
1232,18272,1
1232,18365,1
1232,27565,1
1232,34100,1
1232,46702,1
1232,571577,1
1232,697054,1
1236,1309,2
1236,1314,2
1236,1316,1
1236,1326,1
1236,1361,1
1236,1408,1
1236,1414,1
1236,1443,1
1236,1453,1
1236,1488,1
1236,1489,1
1236,1531,1
1236,1571,1
1236,1617,1
1236,1635,1
1236,1722,1
1236,1762,1
1236,1844,1
1236,1847,1
1236,1895,1
1236,1957,1
1236,2007,1
1236,2022,1
1236,2026,1
1236,2032,1
1236,2112,1
1236,3013,1
1236,3307,1
1236,3484,1
1236,3505,1
1236,3739,1
1236,3941,1
1236,4001,1
1236,7053,1
1236,7059,1
1236,7099,1
1236,7239,1
1236,7240,1
1236,7323,1
1236,8016,1
1236,8033,1
1236,8109,1
1236,8116,1
1236,10178,1
1236,10565,1
1236,10566,1
1236,11135,1
1236,11247,1
1236,11337,1
1236,12319,1
1236,13378,1
1236,14074,1
1236,16173,1
1236,16667,1
1236,17517,1
1236,18268,1
1236,18644,1
