mpnet_id,id,name_zh,cluster,degree,betweenness,clustering,eigenvector,cluster1_song_and_before,cluster2_yuan_ming,cluster3_qing_after
405,2104,袁正功,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
406,2112,元絳,cluster1_song_and_before,5,0.00023602399740165752,0.1,0.0616197054521942,1,0,0
407,2123,石揚休,cluster1_song_and_before,1,0.0,0.0,0.026108982656436113,1,0,0
408,2126,竇卞,cluster1_song_and_before,1,0.0,0.0,0.0010016991582969682,1,0,0
409,2136,李度,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
410,3012,晁迥,cluster1_song_and_before,4,6.827608594197216e-05,0.3333333333333333,0.012373126568672451,1,0,0
411,3013,晁仲參,cluster1_song_and_before,2,6.385233875484203e-06,0.0,0.046483229412435816,1,0,0
412,3033,錢象祖,cluster1_song_and_before,1,0.0,0.0,0.000493177287764812,1,0,0
413,3047,陳安定,cluster1_song_and_before,3,0.0,1.0,0.0019514021231796775,1,0,0
414,3080,陳師古,cluster1_song_and_before,2,0.0003866689807252532,0.0,0.0013720925828856615,1,0,0
415,3088,陳宗召,cluster1_song_and_before,1,0.0,0.0,0.01837893233793975,1,0,0
416,3090,陳宗元,cluster1_song_and_before,1,0.0,0.0,0.00231190364427369,1,0,0
417,3107,程嗣弼,cluster1_song_and_before,1,0.0,0.0,0.0040252621052282445,1,0,0
418,3114,程瑜,cluster1_song_and_before,1,0.0,0.0,0.0040252621052282445,1,0,0
419,3130,張九齡,cluster1_song_and_before,4,1.414383235326146e-05,0.3333333333333333,3.670218456340271e-13,1,0,0
420,3180,張蘊,cluster1_song_and_before,2,0.0,1.0,0.011008598325014244,1,0,0
421,3184,章訪,cluster1_song_and_before,1,0.0,0.0,4.5439239218501795e-05,1,0,0
422,3194,趙積,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
423,3273,范琪,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
