id,name_zh,name_en,index_year,cluster,dynasty_zh,bureau_type,bureau_zh,is_high_official,has_civil_exam,has_yin_privilege,has_recommendation,has_technical_exam,has_geo,x_coord,y_coord,addr_name_chn,bureau_astronomical,bureau_medical,bureau_hydraulic,bureau_military_industrial,bureau_construction,degree,clustering,eigenvector,betweenness,degree_z,clustering_z,eigenvector_z,betweenness_z,x_coord_z,y_coord_z,cluster_label,posting_count,sequenced_posting_count,firstyear_posting_count,lastyear_posting_count,category_posting_count,sequence_length,collapsed_sequence_length,career_sequence,collapsed_career_sequence,first_state,last_state,dominant_domain,dominant_category,technical_domain_postings,technical_domain_share,has_astronomical_posting,has_medical_posting,has_hydraulic_posting,has_military_industrial_posting,has_construction_posting,first_posting_year,last_posting_year,career_span_years,has_any_year,has_two_or_more_sequenced_postings,career_type,distance_to_career_type_medoid
60448,齊克慎,Qikeshen,1753,cluster3_qing_after,清,works_general,工部,0,0,0,0,0,0,,,,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,2,2,0,0,0,2,2,domain_construction > category_missing_category,domain_construction > category_missing_category,domain_construction,category_missing_category,construction,missing_category,1,0.5,0,0,0,0,1,,,,0,1,career_type_1,1.0
60471,鄧廷枬,Deng Tingzhan,1815,cluster3_qing_after,清,works_general,工部,0,1,0,0,0,1,107.90538025,22.64333725,新寧州,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-1.8298482830448648,-2.5732247952045,Qing and after,7,7,0,0,0,7,3,domain_construction > domain_construction > domain_construction > domain_hydraulic > category_missing_category > category_missing_category > category_missing_category,domain_construction > domain_hydraulic > category_missing_category,domain_construction,category_missing_category,construction,missing_category,4,0.5714285714285714,0,0,1,0,1,,,,0,1,career_type_1,2.0
60478,汪鳴鑾,Wang Mingluan,1839,cluster3_qing_after,清,works_general,工部,0,1,0,0,0,1,120.16862488,30.294124603,錢塘,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,0.9092278466920588,-0.4210833638660419,Qing and after,18,18,8,0,0,18,5,category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_construction > category_missing_category > domain_construction > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_construction > category_missing_category > domain_construction > category_missing_category,category_missing_category,category_missing_category,other,missing_category,2,0.1111111111111111,0,0,0,0,1,1870.0,,,1,1,career_type_2,2.0
60490,劉澍,Liu Shu,1616,cluster2_yuan_ming,清,works_general,工部,0,1,0,0,0,1,116.49060822,39.325710297,永清,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,0.0877186994688645,2.1194721196319324,Yuan and Ming,2,2,0,0,0,2,1,domain_construction > domain_construction,domain_construction,domain_construction,domain_construction,construction,missing_category,2,1.0,0,0,0,0,1,,,,0,1,career_type_1,1.0
60502,潘恭常,Pan Gongchang,1775,cluster3_qing_after,清,construction,将作/营缮,0,1,0,0,0,1,120.16862488,30.294124603,錢塘,0,0,0,0,1,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,0.9092278466920588,-0.4210833638660419,Qing and after,3,3,0,0,0,3,2,domain_construction > category_missing_category > category_missing_category,domain_construction > category_missing_category,domain_construction,category_missing_category,other,missing_category,1,0.3333333333333333,0,0,0,0,1,,,,0,1,career_type_1,1.0
60522,魯贊元,Lu Zanyuan,1726,cluster3_qing_after,清,hydraulic,水利/河道,0,1,0,0,0,1,112.19077301,30.350444794,江陵,0,0,1,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-0.8726776997598886,-0.4052406785475865,Qing and after,4,4,0,0,0,4,2,domain_hydraulic > category_missing_category > category_missing_category > category_missing_category,domain_hydraulic > category_missing_category,domain_hydraulic,category_missing_category,other,missing_category,1,0.25,0,0,1,0,0,,,,0,1,career_type_1,2.0
60591,孫毓汶,Sun Yuwen,1833,cluster3_qing_after,清,works_general,工部,0,1,0,0,0,1,116.5778656,35.410430908,濟寧直隸州,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,0.1072082076628616,1.018116847350269,Qing and after,12,12,7,0,0,12,3,category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_construction > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_construction > category_missing_category,category_missing_category,category_missing_category,other,missing_category,1,0.08333333333333333,0,0,0,0,1,1864.0,,,1,1,career_type_2,0.0
60598,清安,Qingan,1830,cluster3_qing_after,清,works_general,工部,0,1,0,0,0,0,,,,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,13,13,0,0,0,13,3,category_missing_category > category_missing_category > category_missing_category > domain_construction > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_construction > category_missing_category,category_missing_category,category_missing_category,other,missing_category,1,0.07692307692307693,0,0,0,0,1,,,,0,1,career_type_2,0.0
60671,喜搭臘曾鉌,Xidala Cenghe,1839,cluster3_qing_after,清,works_general,工部,0,0,0,0,0,0,,,,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,6,6,0,0,0,6,3,domain_construction > domain_hydraulic > domain_hydraulic > category_missing_category > category_missing_category > category_missing_category,domain_construction > domain_hydraulic > category_missing_category,domain_construction,category_missing_category,other,missing_category,3,0.5,0,0,1,0,1,,,,0,1,career_type_1,2.0
60679,松椿,Songchun,1834,cluster3_qing_after,清,construction,将作/营缮,0,0,0,0,0,0,,,,0,0,0,0,1,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,1,0,0,0,0,1,1,domain_construction,domain_construction,domain_construction,domain_construction,construction,missing_category,1,1.0,0,0,0,0,1,,,,0,0,career_type_1,1.0
60687,裕昆,Yukun,1831,cluster3_qing_after,清,works_general,工部,0,1,0,0,0,0,,,,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,2,2,0,0,0,2,1,domain_construction > domain_construction,domain_construction,domain_construction,domain_construction,construction,missing_category,2,1.0,0,0,0,0,1,,,,0,1,career_type_1,1.0
60700,符應琦,Fu Yingqi,1619,cluster2_yuan_ming,清,hydraulic,水利/河道,0,0,0,0,0,1,115.73602295,38.245986938,饒陽,0,0,1,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-0.0808228703414468,1.815749474095763,Yuan and Ming,1,0,0,0,0,1,1,domain_hydraulic,domain_hydraulic,domain_hydraulic,domain_hydraulic,hydraulic,missing_category,1,1.0,0,0,1,0,0,,,,0,0,career_type_1,2.0
60711,吳椿,Wu Chun,1770,cluster3_qing_after,清,works_general,工部,0,1,0,0,0,1,118.4339447,29.86577034,歙縣,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,0.521775649730891,-0.5415780154826844,Qing and after,19,19,8,0,0,19,3,category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_construction > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_construction > category_missing_category,category_missing_category,category_missing_category,other,missing_category,1,0.05263157894736842,0,0,0,0,1,1807.0,,,1,1,career_type_2,0.0
60721,吳邦慶,Wu Bangqing,1765,cluster3_qing_after,清,hydraulic,水利/河道,0,1,0,0,0,1,116.39524841,39.101535797,霸州,0,0,1,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,0.0664194603858991,2.056412566799058,Qing and after,11,11,1,0,0,11,2,category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_hydraulic,category_missing_category > domain_hydraulic,category_missing_category,domain_hydraulic,other,missing_category,1,0.09090909090909091,0,0,1,0,0,1801.0,,,1,1,career_type_1,2.0
60723,吳孝銘,Wu Xiaoming,1779,cluster3_qing_after,清,works_general,工部,0,1,0,0,0,1,119.95230103,31.782783508,武進,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,0.8609104958028614,-0.0023284882224025,Qing and after,19,19,7,0,0,19,3,category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_construction > domain_construction > domain_construction > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_construction > category_missing_category,category_missing_category,category_missing_category,other,missing_category,3,0.15789473684210525,0,0,0,0,1,1816.0,,,1,1,career_type_2,0.0
60738,杜受田,Du Shoutian,1787,cluster3_qing_after,清,works_general,工部,0,1,0,0,0,1,117.96530914,37.47833252,濱州,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,0.4171028233565644,1.5998107998519946,Qing and after,15,15,7,0,0,15,4,category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_construction > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_hydraulic,category_missing_category > domain_construction > category_missing_category > domain_hydraulic,category_missing_category,domain_hydraulic,other,missing_category,2,0.13333333333333333,0,0,1,0,1,1828.0,,,1,1,career_type_2,1.0
60768,徐烺,Xu Lang,1743,cluster3_qing_after,清,hydraulic,水利/河道,0,1,0,0,0,1,120.16862488,30.294124603,錢塘,0,0,1,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,0.9092278466920588,-0.4210833638660419,Qing and after,5,5,0,0,0,5,3,category_missing_category > domain_hydraulic > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_hydraulic > category_missing_category,category_missing_category,category_missing_category,other,missing_category,1,0.2,0,0,1,0,0,,,,0,1,career_type_2,1.0
60792,富察瑞璸,Fucha Ruipian,1801,cluster3_qing_after,清,works_general,工部,0,0,0,0,0,0,,,,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,4,4,0,0,0,4,4,domain_construction > domain_medical > domain_military_industrial > category_missing_category,domain_construction > domain_medical > domain_military_industrial > category_missing_category,domain_construction,category_missing_category,construction,missing_category,3,0.75,0,1,0,1,1,,,,0,1,career_type_1,3.0
60793,何煟,He Wei,1711,cluster3_qing_after,清,hydraulic,水利/河道,0,0,0,0,0,1,109.69477844,26.575759888,靖州,0,0,1,0,0,1,0.0,7.5033055878857405e-25,0.0,0.0895713085213861,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-1.4301744596235133,-1.4670471831114724,Qing and after,16,15,6,0,0,16,7,category_missing_category > category_missing_category > category_missing_category > domain_hydraulic > category_missing_category > domain_hydraulic > category_missing_category > category_missing_category > domain_hydraulic > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_hydraulic > category_missing_category > domain_hydraulic > category_missing_category > domain_hydraulic > category_missing_category,category_missing_category,category_missing_category,other,missing_category,3,0.1875,0,0,1,0,0,1735.0,,,1,1,career_type_2,5.0
60804,張長臻,Zhang Changzhen,1792,cluster3_qing_after,清,works_general,工部,0,1,0,0,0,0,,,,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,8,8,0,0,0,8,2,domain_construction > domain_construction > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category,domain_construction > category_missing_category,domain_construction,category_missing_category,other,missing_category,2,0.25,0,0,0,0,1,,,,0,1,career_type_1,1.0
60848,許希孔,Xu Xikong,1681,cluster3_qing_after,清,works_general,工部,0,1,0,0,0,1,102.71035004,25.045913696,昆明,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-2.9901923576189677,-1.8973879077282072,Qing and after,5,5,3,0,0,5,2,category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_construction,category_missing_category > domain_construction,category_missing_category,domain_construction,other,missing_category,1,0.2,0,0,0,0,1,1735.0,,,1,1,career_type_2,1.0
60868,愛新覺羅阿克丹,Aixinjueluo Akedan,1833,cluster3_qing_after,清,works_general,工部,0,1,0,0,0,0,,,,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,12,12,0,0,0,12,3,category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_construction > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_construction > category_missing_category,category_missing_category,category_missing_category,other,missing_category,1,0.08333333333333333,0,0,0,0,1,,,,0,1,career_type_2,0.0
60876,恩銘,Enming,1777,cluster3_qing_after,清,works_general,工部,0,0,0,0,0,0,,,,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,7,7,0,0,0,7,5,category_missing_category > domain_construction > category_missing_category > category_missing_category > domain_hydraulic > category_missing_category > category_missing_category,category_missing_category > domain_construction > category_missing_category > domain_hydraulic > category_missing_category,category_missing_category,category_missing_category,other,missing_category,2,0.2857142857142857,0,0,1,0,1,,,,0,1,career_type_2,2.0
60880,王振奇,Wang Zhenqi,1571,cluster2_yuan_ming,明,works_general,工部,0,1,0,0,0,1,114.971275,27.103239,廬陵,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-0.251634341392583,-1.318669036036756,Yuan and Ming,8,8,1,1,0,8,3,category_missing_category > category_missing_category > category_missing_category > domain_construction > category_missing_category > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_construction > category_missing_category,category_missing_category,category_missing_category,other,missing_category,1,0.125,0,0,0,0,1,1633.0,1634.0,1.0,1,1,career_type_2,0.0
60936,什拉恩特亨額,Shenla Entehenge,1779,cluster3_qing_after,清,works_general,工部,0,0,0,0,0,0,,,,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,7,7,0,0,0,7,3,category_missing_category > category_missing_category > domain_construction > category_missing_category > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_construction > category_missing_category,category_missing_category,category_missing_category,other,missing_category,1,0.14285714285714285,0,0,0,0,1,,,,0,1,career_type_2,0.0
60952,栗爾璋,Li Erzhang,1685,cluster3_qing_after,清,works_general,工部,0,1,0,0,0,1,106.261898,38.478739,寧夏衛,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-2.196930824121215,1.881221867033626,Qing and after,2,2,0,0,0,2,2,category_missing_category > domain_construction,category_missing_category > domain_construction,category_missing_category,domain_construction,other,missing_category,1,0.5,0,0,0,0,1,,,,0,1,career_type_2,1.0
60953,托闊羅桂清,Tuokuoluo Guiqing,1816,cluster3_qing_after,清,works_general,工部,0,1,0,0,0,0,,,,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,12,12,0,0,0,12,3,category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_construction > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_construction > category_missing_category,category_missing_category,category_missing_category,other,missing_category,1,0.08333333333333333,0,0,0,0,1,,,,0,1,career_type_2,0.0
60974,蘇爾完呢瓜爾佳容貴,Suerwanneguaerjia Ronggui,1831,cluster3_qing_after,清,military_industrial,军器/制造,0,0,0,0,0,0,,,,0,0,0,1,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,16,16,0,0,0,16,4,category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_military_industrial > category_missing_category > category_missing_category > category_missing_category > domain_military_industrial,category_missing_category > domain_military_industrial > category_missing_category > domain_military_industrial,category_missing_category,domain_military_industrial,other,missing_category,2,0.125,0,0,0,1,0,,,,0,1,career_type_2,2.0
61007,陳觀,Chen Guan,1753,cluster3_qing_after,清,hydraulic,水利/河道,0,1,0,0,0,1,115.98756409,39.245948792,新城,0,0,1,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-0.0246395067204264,2.0970354694394393,Qing and after,5,5,0,0,0,5,3,category_missing_category > domain_hydraulic > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_hydraulic > category_missing_category,category_missing_category,category_missing_category,other,missing_category,1,0.2,0,0,1,0,0,,,,0,1,career_type_2,1.0
61130,李基溥,Li Jipu,1793,cluster3_qing_after,清,hydraulic,水利/河道,0,0,0,0,0,0,,,,0,0,1,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,21,21,0,0,0,21,3,category_missing_category > category_missing_category > domain_hydraulic > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_hydraulic > category_missing_category,category_missing_category,category_missing_category,other,missing_category,1,0.047619047619047616,0,0,1,0,0,,,,0,1,career_type_2,1.0
61136,陳天清,Chen Tianqing,1615,cluster2_yuan_ming,清,hydraulic,水利/河道,0,1,0,0,0,1,115.29646301,34.076610565,柘城,0,0,1,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-0.1790014662651766,0.6429175522075576,Yuan and Ming,2,2,0,0,0,2,2,category_missing_category > domain_hydraulic,category_missing_category > domain_hydraulic,category_missing_category,domain_hydraulic,other,missing_category,1,0.5,0,0,1,0,0,,,,0,1,career_type_1,2.0
61145,愛新覺羅奕慶,Aixinjueluo Yiqing,1811,cluster3_qing_after,清,works_general,工部,0,0,0,0,0,0,,,,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,11,11,0,0,0,11,3,category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_construction > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_construction > category_missing_category,category_missing_category,category_missing_category,other,missing_category,1,0.09090909090909091,0,0,0,0,1,,,,0,1,career_type_2,0.0
61148,愛新覺羅崑岡,Aixinjueluo Kungang,1836,cluster3_qing_after,清,works_general,工部,0,1,0,0,0,0,,,,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,24,24,7,0,0,24,3,category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_construction > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_construction > category_missing_category,category_missing_category,category_missing_category,other,missing_category,1,0.041666666666666664,0,0,0,0,1,1864.0,,,1,1,career_type_2,0.0
61169,劉遵憲,Liu Zunxian,1574,cluster2_yuan_ming,清,works_general,工部,0,1,0,0,0,1,115.14649963,36.275527954,大名府,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-0.2124967708836473,1.2614658137929262,Yuan and Ming,18,18,14,8,0,18,7,category_missing_category > domain_military_industrial > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_construction > category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_construction > category_missing_category > category_missing_category,category_missing_category > domain_military_industrial > category_missing_category > domain_construction > category_missing_category > domain_construction > category_missing_category,category_missing_category,category_missing_category,other,missing_category,3,0.16666666666666666,0,0,0,1,1,1615.0,1642.0,27.0,1,1,career_type_2,4.0
61171,章佳培成,Zhangjia Peicheng,1798,cluster3_qing_after,清,works_general,工部,0,0,0,0,0,0,,,,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,7,7,0,0,0,7,3,category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_construction > category_missing_category > category_missing_category,category_missing_category > domain_construction > category_missing_category,category_missing_category,category_missing_category,other,missing_category,1,0.14285714285714285,0,0,0,0,1,,,,0,1,career_type_2,0.0
61179,瓜爾佳英奎,Guaerjia Yingkui,1816,cluster3_qing_after,清,construction,将作/营缮,0,0,0,0,0,0,,,,0,0,0,0,1,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,6,6,0,0,0,6,2,domain_construction > domain_construction > category_missing_category > category_missing_category > category_missing_category > category_missing_category,domain_construction > category_missing_category,domain_construction,category_missing_category,other,missing_category,2,0.3333333333333333,0,0,0,0,1,,,,0,1,career_type_1,1.0
61181,多羅特訥仁,Duoluote Neren,1812,cluster3_qing_after,清,works_general,工部,0,1,0,0,0,0,,,,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,4,4,0,0,0,4,2,category_missing_category > category_missing_category > category_missing_category > domain_construction,category_missing_category > domain_construction,category_missing_category,domain_construction,other,missing_category,1,0.25,0,0,0,0,1,,,,0,1,career_type_2,1.0
61209,愛新覺羅春佑,Aixinjueluo Chunyou,1801,cluster3_qing_after,清,works_general,工部,0,0,0,0,0,0,,,,0,0,0,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,37,37,0,0,0,37,5,category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_construction > category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_military_industrial > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_construction > category_missing_category > domain_military_industrial > category_missing_category,category_missing_category,category_missing_category,other,missing_category,2,0.05405405405405406,0,0,0,1,1,,,,0,1,career_type_2,2.0
61227,陳世倕,Chen Shizhui,1675,cluster3_qing_after,清,hydraulic,水利/河道,0,1,0,0,0,1,120.53749847,30.406280518,海寧州,0,0,1,0,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,0.9916181826711415,-0.3895342722099361,Qing and after,14,13,0,0,0,14,5,category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_hydraulic > domain_hydraulic > category_missing_category > domain_hydraulic > category_missing_category > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_hydraulic > category_missing_category > domain_hydraulic > category_missing_category,category_missing_category,category_missing_category,other,missing_category,3,0.21428571428571427,0,0,1,0,0,,,,0,1,career_type_2,3.0
61231,愛新覺羅奎潤,Aixinjueluo Kuirun,1829,cluster3_qing_after,清,military_industrial,军器/制造,0,1,0,0,0,0,,,,0,0,0,1,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,20,20,2,0,0,20,3,category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_military_industrial > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_military_industrial > category_missing_category,category_missing_category,category_missing_category,other,missing_category,1,0.05,0,0,0,1,0,1875.0,,,1,1,career_type_2,1.0
61264,愛新覺羅奕湘,Aixinjueluo Yixiang,1796,cluster3_qing_after,清,military_industrial,军器/制造,0,0,0,0,0,0,,,,0,0,0,1,0,0,0.0,1.3975995756472909e-33,0.0,-0.2777070288293577,-0.178123192418193,-0.2113508130933243,-0.107944576878429,-3.174087617753835e-15,-1.9987334503111837e-15,Qing and after,16,16,0,0,0,16,3,category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > domain_military_industrial > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category > category_missing_category,category_missing_category > domain_military_industrial > category_missing_category,category_missing_category,category_missing_category,other,missing_category,1,0.0625,0,0,0,1,0,,,,0,1,career_type_2,1.0
